Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-miR-9-5p,BP,GO:1903513,endoplasmic reticulum to cytosol transport,2/113,30/20820,0.0667,12.2832,4.5685,0.0115,0.0461,0.0307,HSP90B1/VCP,2
hsa-miR-9-5p,BP,GO:0051017,actin filament bundle assembly,11/113,166/20820,0.0663,12.2092,10.7112,0,0,0,CD47/F11R/FLNA/HSP90B1/PAK2/RAC1/RDX/RHOA/ROCK2/SRC/WASF2,11
hsa-miR-9-5p,MF,GO:0044325,transmembrane transporter binding,9/113,136/20820,0.0662,12.1929,9.674,0,0,0,ATP1A1/CALM1/DIAPH1/FLNA/HSP90AA1/PRKCSH/SRC/YWHAE/YWHAZ,9
hsa-miR-9-5p,BP,GO:0110020,regulation of actomyosin structure organization,7/113,106/20820,0.066,12.1673,8.5149,0,1e-04,0,CD47/F11R/PAK2/RAC1/RHOA/ROCK2/WASF2,7
hsa-miR-9-5p,BP,GO:0061077,chaperone-mediated protein folding,5/113,76/20820,0.0658,12.1216,7.1752,1e-04,0.001,6e-04,HSP90AB1/HSPA1A/HSPA8/HSPB1/TRAP1,5
hsa-miR-9-5p,BP,GO:0072678,T cell migration,5/113,76/20820,0.0658,12.1216,7.1752,1e-04,0.001,6e-04,CD99/ADAM10/F11R/MSN/RHOA,5
hsa-miR-9-5p,BP,GO:0071867,response to monoamine,4/113,61/20820,0.0656,12.0818,6.403,3e-04,0.0036,0.0024,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-9-5p,BP,GO:0071869,response to catecholamine,4/113,61/20820,0.0656,12.0818,6.403,3e-04,0.0036,0.0024,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-9-5p,BP,GO:0021762,substantia nigra development,3/113,46/20820,0.0652,12.0162,5.5253,0.002,0.0133,0.0089,CALM1/RHOA/YWHAE,3
hsa-miR-9-5p,BP,GO:0031638,zymogen activation,3/113,46/20820,0.0652,12.0162,5.5253,0.002,0.0133,0.0089,ANXA2/ENO1/PGK1,3
hsa-miR-9-5p,BP,GO:0033574,response to testosterone,3/113,46/20820,0.0652,12.0162,5.5253,0.002,0.0133,0.0089,GPI/MSN/ROCK2,3
hsa-miR-9-5p,BP,GO:0045601,regulation of endothelial cell differentiation,3/113,46/20820,0.0652,12.0162,5.5253,0.002,0.0133,0.0089,F11R/ROCK2/VCL,3
hsa-miR-9-5p,CC,GO:0001726,ruffle,12/113,185/20820,0.0649,11.9512,11.0524,0,0,0,HIP1R/CFL1/CORO1C/DIAPH1/GNAS/ITGB1/PTPRJ/RAC1/RHOA/SRC/TLN1/WASF2,12
hsa-miR-9-5p,BP,GO:0061572,actin filament bundle organization,11/113,170/20820,0.0647,11.9219,10.5627,0,0,0,CD47/F11R/FLNA/HSP90B1/PAK2/RAC1/RDX/RHOA/ROCK2/SRC/WASF2,11
hsa-miR-9-5p,CC,GO:1904813,ficolin-1-rich granule lumen,8/113,124/20820,0.0645,11.887,8.9822,0,0,0,GPI/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/PKM/VCL/VCP,8
hsa-miR-9-5p,MF,GO:0051219,phosphoprotein binding,6/113,93/20820,0.0645,11.887,7.773,0,3e-04,2e-04,PRKCSH/SHB/SRC/YWHAB/YWHAE/YWHAZ,6
hsa-miR-9-5p,BP,GO:1900024,regulation of substrate adhesion-dependent cell spreading,4/113,62/20820,0.0645,11.887,6.3419,4e-04,0.0038,0.0025,ARPC2/CORO1C/FLNA/RAC1,4
hsa-miR-9-5p,CC,GO:0005640,nuclear outer membrane,2/113,31/20820,0.0645,11.887,4.4811,0.0123,0.0481,0.0321,LRPPRC/ENO1,2
hsa-miR-9-5p,BP,GO:0006359,regulation of transcription by RNA polymerase III,2/113,31/20820,0.0645,11.887,4.4811,0.0123,0.0481,0.0321,DDX21/DEK,2
hsa-miR-9-5p,BP,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,2/113,31/20820,0.0645,11.887,4.4811,0.0123,0.0481,0.0321,HIP1R/WASF2,2
hsa-miR-9-5p,BP,GO:0150117,positive regulation of cell-substrate junction organization,2/113,31/20820,0.0645,11.887,4.4811,0.0123,0.0481,0.0321,PTPRJ/RAC1,2
hsa-miR-9-5p,BP,GO:1900027,regulation of ruffle assembly,2/113,31/20820,0.0645,11.887,4.4811,0.0123,0.0481,0.0321,CORO1C/RDX,2
hsa-miR-9-5p,BP,GO:1901655,cellular response to ketone,7/113,111/20820,0.0631,11.6192,8.2868,0,1e-04,1e-04,ADCY6/ATP5F1A/GNAS/GNB1/MSN/ROCK2/SRC,7
hsa-miR-9-5p,BP,GO:0006090,pyruvate metabolic process,8/113,127/20820,0.063,11.6062,8.8564,0,0,0,PFKP/ENO1/GPI/LDHB/PGK1/PKM/SLC16A1/SRC,8
hsa-miR-9-5p,BP,GO:0006809,nitric oxide biosynthetic process,5/113,80/20820,0.0625,11.5155,6.9611,1e-04,0.0012,8e-04,CD47/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-9-5p,BP,GO:0046824,positive regulation of nucleocytoplasmic transport,4/113,64/20820,0.0625,11.5155,6.2238,4e-04,0.0042,0.0028,FLNA/HSP90AA1/TRIM28/YWHAE,4
hsa-miR-9-5p,BP,GO:0006356,regulation of transcription by RNA polymerase I,3/113,48/20820,0.0625,11.5155,5.3879,0.0023,0.0145,0.0097,DDX21/DEK/FLNA,3
hsa-miR-9-5p,BP,GO:0032210,regulation of telomere maintenance via telomerase,3/113,48/20820,0.0625,11.5155,5.3879,0.0023,0.0145,0.0097,HNRNPD/HSP90AA1/TENT4B,3
hsa-miR-9-5p,BP,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,3/113,48/20820,0.0625,11.5155,5.3879,0.0023,0.0145,0.0097,HSPB1/NONO/TRAP1,3
hsa-miR-9-5p,BP,GO:1905145,cellular response to acetylcholine,3/113,48/20820,0.0625,11.5155,5.3879,0.0023,0.0145,0.0097,GNAI2/GNB1/ROCK2,3
hsa-miR-9-5p,BP,GO:0006096,glycolytic process,6/113,97/20820,0.0619,11.3968,7.5817,0,4e-04,2e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0002011,morphogenesis of an epithelial sheet,4/113,65/20820,0.0615,11.3383,6.1667,4e-04,0.0044,0.0029,CD44/FLNA/ITGB1/RHOA,4
hsa-miR-9-5p,BP,GO:0006458,'de novo' protein folding,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,HSPA1A/HSPA8/HSPD1,3
hsa-miR-9-5p,CC,GO:0009295,nucleoid,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,LRPPRC/HADHB/TFAM,3
hsa-miR-9-5p,CC,GO:0031201,SNARE complex,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,STX7/VAMP3/VTI1B,3
hsa-miR-9-5p,CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,GNAI2/GNAS/GNB1,3
hsa-miR-9-5p,CC,GO:0042645,mitochondrial nucleoid,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,LRPPRC/HADHB/TFAM,3
hsa-miR-9-5p,BP,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,MSN/RHOA/WDR1,3
hsa-miR-9-5p,CC,GO:0098686,hippocampal mossy fiber to CA3 synapse,3/113,49/20820,0.0612,11.2805,5.3222,0.0024,0.0151,0.0101,CAPZB/GNAI2/YWHAZ,3
hsa-miR-9-5p,BP,GO:0046032,ADP catabolic process,6/113,99/20820,0.0606,11.1665,7.4902,0,4e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,CC,GO:0031256,leading edge membrane,11/113,183/20820,0.0601,11.075,10.1125,0,0,0,HIP1R/CD44/CFL1/CORO1C/DIAPH1/ITGB1/PTPRJ/RAC1/RHOA/SRC/TLN1,11
hsa-miR-9-5p,CC,GO:0032153,cell division site,4/113,67/20820,0.0597,10.9999,6.0562,5e-04,0.0048,0.0032,ITGB1/MYLK/RDX/RHOA,4
hsa-miR-9-5p,CC,GO:0101002,ficolin-1-rich granule,11/113,185/20820,0.0595,10.9553,10.0473,0,0,0,DIAPH1/GPI/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/PKM/RAC1/RHOA/VCL/VCP,11
hsa-miR-9-5p,BP,GO:0019364,pyridine nucleotide catabolic process,6/113,101/20820,0.0594,10.9454,7.4013,0,4e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,CC,GO:0030027,lamellipodium,12/113,203/20820,0.0591,10.8915,10.4618,0,0,0,ARPC2/ARPC3/CAPZB/CD44/CFL1/CORO1C/ITGB1/MYLK/RAC1/RDX/RHOA/WASF2,12
hsa-miR-9-5p,BP,GO:0009137,purine nucleoside diphosphate catabolic process,6/113,102/20820,0.0588,10.8381,7.3578,0,4e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0009181,purine ribonucleoside diphosphate catabolic process,6/113,102/20820,0.0588,10.8381,7.3578,0,4e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:1905144,response to acetylcholine,3/113,51/20820,0.0588,10.8381,5.1964,0.0027,0.0163,0.0109,GNAI2/GNB1/ROCK2,3
hsa-miR-9-5p,BP,GO:0045216,cell-cell junction organization,13/113,222/20820,0.0586,10.7893,10.8324,0,0,0,ADAM10/CD9/F11R/FLNA/PAK2/RAC1/RDX/RHOA/ROCK2/SRC/TLN1/VCL/WDR1,13
hsa-miR-9-5p,BP,GO:1902414,protein localization to cell junction,7/113,121/20820,0.0579,10.659,7.8715,0,1e-04,1e-04,ADAM10/F11R/FLNA/HSPB1/PAK2/RAB27B/VCL,7
hsa-miR-9-5p,BP,GO:0009408,response to heat,6/113,104/20820,0.0577,10.6297,7.2725,0,5e-04,3e-04,HSP90AA1/HSP90AB1/HSPA1A/HSPB1/VCP/YWHAE,6
hsa-miR-9-5p,BP,GO:0072526,pyridine-containing compound catabolic process,6/113,104/20820,0.0577,10.6297,7.2725,0,5e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0009191,ribonucleoside diphosphate catabolic process,6/113,105/20820,0.0571,10.5284,7.2308,0,5e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0046031,ADP metabolic process,6/113,105/20820,0.0571,10.5284,7.2308,0,5e-04,3e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,MF,GO:0097110,scaffold protein binding,4/113,70/20820,0.0571,10.5284,5.8989,6e-04,0.0054,0.0036,HSP90AA1/MYLK/SRC/YWHAE,4
hsa-miR-9-5p,BP,GO:0046209,nitric oxide metabolic process,5/113,88/20820,0.0568,10.4686,6.5753,1e-04,0.0016,0.0011,CD47/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-9-5p,MF,GO:0005544,calcium-dependent phospholipid binding,3/113,53/20820,0.0566,10.4291,5.0773,0.003,0.0176,0.0117,ANXA11/ANXA2/ANXA6,3
hsa-miR-9-5p,BP,GO:0030834,regulation of actin filament depolymerization,3/113,53/20820,0.0566,10.4291,5.0773,0.003,0.0176,0.0117,CAPZA1/RDX/WDR1,3
hsa-miR-9-5p,BP,GO:0035088,establishment or maintenance of apical/basal cell polarity,3/113,53/20820,0.0566,10.4291,5.0773,0.003,0.0176,0.0117,MSN/RHOA/WDR1,3
hsa-miR-9-5p,BP,GO:0061245,establishment or maintenance of bipolar cell polarity,3/113,53/20820,0.0566,10.4291,5.0773,0.003,0.0176,0.0117,MSN/RHOA/WDR1,3
hsa-miR-9-5p,BP,GO:2000179,positive regulation of neural precursor cell proliferation,3/113,53/20820,0.0566,10.4291,5.0773,0.003,0.0176,0.0117,FLNA/GNAI2/ITGB1,3
hsa-miR-9-5p,BP,GO:0007043,cell-cell junction assembly,9/113,161/20820,0.0559,10.2996,8.7505,0,0,0,CD9/F11R/PAK2/RAC1/RHOA/ROCK2/TLN1/VCL/WDR1,9
hsa-miR-9-5p,BP,GO:0009134,nucleoside diphosphate catabolic process,6/113,108/20820,0.0556,10.236,7.1088,0,5e-04,4e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0061515,myeloid cell development,5/113,90/20820,0.0556,10.236,6.4866,1e-04,0.0018,0.0012,ANXA2/FLNA/RPS6/SRC/WASF2,5
hsa-miR-9-5p,BP,GO:2001057,reactive nitrogen species metabolic process,5/113,90/20820,0.0556,10.236,6.4866,1e-04,0.0018,0.0012,CD47/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-9-5p,BP,GO:0002711,positive regulation of T cell mediated immunity,4/113,72/20820,0.0556,10.236,5.7993,6e-04,0.0059,0.0039,HLA-A/HSPD1/STX7/YWHAG,4
hsa-miR-9-5p,MF,GO:0016667,oxidoreductase activity acting on a sulfur group of donors,3/113,54/20820,0.0556,10.236,5.0201,0.0032,0.0183,0.0122,PDIA3/PGK1/TXNRD1,3
hsa-miR-9-5p,CC,GO:0055038,recycling endosome membrane,6/113,109/20820,0.055,10.1421,7.0692,0,6e-04,4e-04,HLA-A/PDIA3/RAB8B/RAC1/VAMP3/VTI1B,6
hsa-miR-9-5p,BP,GO:0070830,bicellular tight junction assembly,4/113,73/20820,0.0548,10.0958,5.7509,7e-04,0.0061,0.0041,F11R/PAK2/RAC1/ROCK2,4
hsa-miR-9-5p,MF,GO:0140313,molecular sequestering activity,3/113,55/20820,0.0545,10.0499,4.9644,0.0033,0.019,0.0127,YWHAE/YWHAG/YWHAZ,3
hsa-miR-9-5p,BP,GO:0007160,cell-matrix adhesion,13/113,240/20820,0.0542,9.9801,10.3365,0,0,0,ANXA2/CD44/CORO1C/ITGB1/NID1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,13
hsa-miR-9-5p,BP,GO:0010810,regulation of cell-substrate adhesion,12/113,224/20820,0.0536,9.8704,9.8602,0,0,0,ARPC2/CORO1C/FLNA/NID1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,12
hsa-miR-9-5p,BP,GO:0001738,morphogenesis of a polarized epithelium,3/113,56/20820,0.0536,9.8704,4.9101,0.0035,0.0198,0.0132,MSN/RHOA/WDR1,3
hsa-miR-9-5p,BP,GO:0010761,fibroblast migration,3/113,56/20820,0.0536,9.8704,4.9101,0.0035,0.0198,0.0132,CORO1C/ITGB1/RAC1,3
hsa-miR-9-5p,BP,GO:0086065,cell communication involved in cardiac conduction,3/113,56/20820,0.0536,9.8704,4.9101,0.0035,0.0198,0.0132,ATP1A1/CALM1/FLNA,3
hsa-miR-9-5p,BP,GO:0008154,actin polymerization or depolymerization,10/113,187/20820,0.0535,9.8528,8.9832,0,0,0,HIP1R/ARPC2/ARPC3/CAPZA1/CAPZB/CFL1/DIAPH1/RAC1/RDX/WDR1,10
hsa-miR-9-5p,MF,GO:0003725,double-stranded RNA binding,4/113,75/20820,0.0533,9.8265,5.6569,7e-04,0.0067,0.0044,DDX21/HSP90AB1/HSPD1/MSN,4
hsa-miR-9-5p,MF,GO:0019003,GDP binding,4/113,75/20820,0.0533,9.8265,5.6569,7e-04,0.0067,0.0044,NRAS/RAB27B/RAB7A/RAB8B,4
hsa-miR-9-5p,MF,GO:0051015,actin filament binding,11/113,209/20820,0.0526,9.6973,9.335,0,0,0,HIP1R/ARPC2/ARPC3/CAPZA1/CFL1/CORO1C/FLNA/MYO18A/SHROOM3/TLN1/WDR1,11
hsa-miR-9-5p,BP,GO:0045123,cellular extravasation,4/113,76/20820,0.0526,9.6973,5.6112,8e-04,0.0069,0.0046,CD99/CD47/F11R/ITGB1,4
hsa-miR-9-5p,MF,GO:0016504,peptidase activator activity,3/113,57/20820,0.0526,9.6973,4.8572,0.0037,0.0206,0.0137,HSPD1/ROCK2/VCP,3
hsa-miR-9-5p,BP,GO:0031529,ruffle organization,3/113,57/20820,0.0526,9.6973,4.8572,0.0037,0.0206,0.0137,CORO1C/RAC1/RDX,3
hsa-miR-9-5p,BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,3/113,57/20820,0.0526,9.6973,4.8572,0.0037,0.0206,0.0137,HNRNPD/HSP90AA1/TENT4B,3
hsa-miR-9-5p,BP,GO:0110053,regulation of actin filament organization,14/113,267/20820,0.0524,9.6609,10.5219,0,0,0,HIP1R/ARPC2/ARPC3/CAPZA1/CD47/F11R/FLNA/PAK2/RAC1/RDX/RHOA/ROCK2/WASF2/WDR1,14
hsa-miR-9-5p,BP,GO:0030837,negative regulation of actin filament polymerization,3/113,58/20820,0.0517,9.5301,4.8055,0.0039,0.0212,0.0141,HIP1R/CAPZA1/RDX,3
hsa-miR-9-5p,BP,GO:0035329,hippo signaling,3/113,58/20820,0.0517,9.5301,4.8055,0.0039,0.0212,0.0141,SRC/VCP/YWHAE,3
hsa-miR-9-5p,CC,GO:0097225,sperm midpiece,3/113,58/20820,0.0517,9.5301,4.8055,0.0039,0.0212,0.0141,CALM1/HSP90AA1/HSPD1,3
hsa-miR-9-5p,BP,GO:0061337,cardiac conduction,5/113,97/20820,0.0515,9.4973,6.1966,2e-04,0.0023,0.0015,ATP1A1/CALM1/FLNA/SRC/YWHAE,5
hsa-miR-9-5p,BP,GO:0009135,purine nucleoside diphosphate metabolic process,6/113,117/20820,0.0513,9.4486,6.7697,0,7e-04,5e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,6/113,117/20820,0.0513,9.4486,6.7697,0,7e-04,5e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0031032,actomyosin structure organization,11/113,215/20820,0.0512,9.4266,9.1748,0,0,0,CD47/F11R/ITGB1/MYO18A/PAK2/RAC1/RHOA/ROCK2/SRC/WASF2/WDR1,11
hsa-miR-9-5p,BP,GO:1902905,positive regulation of supramolecular fiber organization,9/113,177/20820,0.0508,9.3685,8.2596,0,0,0,ARPC2/CD47/FLNA/HSPA1A/RAC1/RHOA/ROCK2/WASF2/WDR1,9
hsa-miR-9-5p,CC,GO:0140534,endoplasmic reticulum protein-containing complex,6/113,118/20820,0.0508,9.3685,6.7343,0,8e-04,5e-04,HLA-A/HSP90B1/HYOU1/PDIA3/PRKCSH/VCP,6
hsa-miR-9-5p,BP,GO:0061462,protein localization to lysosome,3/113,59/20820,0.0508,9.3685,4.7551,0.0041,0.022,0.0146,HSPA8/RAB7A/ROCK2,3
hsa-miR-9-5p,BP,GO:0120192,tight junction assembly,4/113,79/20820,0.0506,9.329,5.479,9e-04,0.0076,0.005,F11R/PAK2/RAC1/ROCK2,4
hsa-miR-9-5p,BP,GO:0140056,organelle localization by membrane tethering,4/113,79/20820,0.0506,9.329,5.479,9e-04,0.0076,0.005,CALM1/STX7/VAMP3/VTI1B,4
hsa-miR-9-5p,BP,GO:0007266,Rho protein signal transduction,7/113,139/20820,0.0504,9.2787,7.2342,0,3e-04,2e-04,CFL1/F11R/ITGB1/RAC1/RAF1/RHOA/ROCK2,7
hsa-miR-9-5p,BP,GO:0008360,regulation of cell shape,7/113,139/20820,0.0504,9.2787,7.2342,0,3e-04,2e-04,DIAPH1/F11R/MSN/RAC1/RDX/SHROOM3/WDR1,7
hsa-miR-9-5p,BP,GO:0032388,positive regulation of intracellular transport,7/113,140/20820,0.05,9.2124,7.2023,0,3e-04,2e-04,ANXA2/FLNA/HSP90AA1/MSN/RDX/TRIM28/YWHAE,7
hsa-miR-9-5p,MF,GO:0048306,calcium-dependent protein binding,4/113,80/20820,0.05,9.2124,5.4365,9e-04,0.0078,0.0052,ANXA11/ANXA2/ANXA6/CALM1,4
hsa-miR-9-5p,BP,GO:0048278,vesicle docking,3/113,60/20820,0.05,9.2124,4.7059,0.0043,0.0227,0.0151,STX7/VAMP3/VTI1B,3
hsa-miR-9-5p,BP,GO:0070613,regulation of protein processing,3/113,60/20820,0.05,9.2124,4.7059,0.0043,0.0227,0.0151,ANXA2/ENO1/SRC,3
hsa-miR-9-5p,MF,GO:0001618,virus receptor activity,4/113,81/20820,0.0494,9.0987,5.3948,0.001,0.0081,0.0054,F11R/HSPA1A/ITGB1/NCAM1,4
hsa-miR-9-5p,BP,GO:0140238,presynaptic endocytosis,4/113,81/20820,0.0494,9.0987,5.3948,0.001,0.0081,0.0054,ARPC3/CALM1/MYLK/RAB27B,4
hsa-miR-9-5p,BP,GO:0042306,regulation of protein import into nucleus,3/113,61/20820,0.0492,9.0614,4.6578,0.0045,0.0236,0.0157,FLNA/HSP90AA1/TRIM28,3
hsa-miR-9-5p,CC,GO:0101003,ficolin-1-rich granule membrane,3/113,61/20820,0.0492,9.0614,4.6578,0.0045,0.0236,0.0157,DIAPH1/RAC1/RHOA,3
hsa-miR-9-5p,CC,GO:0030670,phagocytic vesicle membrane,4/113,82/20820,0.0488,8.9877,5.3537,0.001,0.0083,0.0055,HLA-A/RAB7A/RAB8B/VAMP3,4
hsa-miR-9-5p,MF,GO:0140272,exogenous protein binding,4/113,82/20820,0.0488,8.9877,5.3537,0.001,0.0083,0.0055,F11R/HSPA1A/ITGB1/NCAM1,4
hsa-miR-9-5p,BP,GO:0022604,regulation of cell morphogenesis,12/113,247/20820,0.0486,8.9513,9.2864,0,0,0,CAPZB/CD44/CFL1/CORO1C/DIAPH1/F11R/MSN/RAC1/RDX/SHROOM3/SRC/WDR1,12
hsa-miR-9-5p,BP,GO:1903312,negative regulation of mRNA metabolic process,5/113,103/20820,0.0485,8.9441,5.9705,2e-04,0.0029,0.0019,HNRNPD/HNRNPK/IGF2BP3/RBM42/TENT4B,5
hsa-miR-9-5p,BP,GO:0007599,hemostasis,12/113,248/20820,0.0484,8.9152,9.2632,0,0,0,ANXA2/CD9/F11R/FLNA/GNAS/GPI/HSPB1/PDIA3/PTPRJ/SRC/TLN1/VCL,12
hsa-miR-9-5p,BP,GO:0051495,positive regulation of cytoskeleton organization,9/113,186/20820,0.0484,8.9152,8.0101,0,0,0,ARPC2/CD47/FLNA/HSPA1A/RAC1/RHOA/ROCK2/WASF2/WDR1,9
hsa-miR-9-5p,BP,GO:0031333,negative regulation of protein-containing complex assembly,7/113,145/20820,0.0483,8.8947,7.0471,0,3e-04,2e-04,HIP1R/CAPZA1/HSPA8/RAF1/RDX/SRC/ULK1,7
hsa-miR-9-5p,CC,GO:0045335,phagocytic vesicle,7/113,145/20820,0.0483,8.8947,7.0471,0,3e-04,2e-04,ANXA11/CD82/HLA-A/PDIA3/RAB7A/RAB8B/VAMP3,7
hsa-miR-9-5p,BP,GO:0006986,response to unfolded protein,7/113,146/20820,0.0479,8.8338,7.0169,0,4e-04,2e-04,HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPB1/HSPD1/VCP,7
hsa-miR-9-5p,BP,GO:0046034,ATP metabolic process,11/113,230/20820,0.0478,8.8119,8.8004,0,0,0,PFKP/ATP5F1A/ATP6V1A/ENO1/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,11
hsa-miR-9-5p,BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,9/113,189/20820,0.0476,8.7737,7.9307,0,0,0,CD44/ENO1/HNRNPK/HSPA1A/HSPB1/HYOU1/NONO/SRC/TRAP1,9
hsa-miR-9-5p,BP,GO:0034113,heterotypic cell-cell adhesion,3/113,63/20820,0.0476,8.7737,4.5649,0.0049,0.0253,0.0169,CD44/CD47/ITGB1,3
hsa-miR-9-5p,BP,GO:0007015,actin filament organization,22/113,463/20820,0.0475,8.7548,12.4656,0,0,0,HIP1R/ARPC2/ARPC3/CAP1/CAPZA1/CAPZB/CD47/CFL1/CORO1C/DIAPH1/F11R/FLNA/HSP90B1/PAK2/RAC1/RDX/RHOA/ROCK2/SHROOM3/SRC/WASF2/WDR1,22
hsa-miR-9-5p,MF,GO:0042826,histone deacetylase binding,6/113,127/20820,0.0472,8.7046,6.4336,1e-04,0.0011,7e-04,HNRNPD/HSP90AA1/HSP90AB1/HSPA1A/YWHAB/YWHAE,6
hsa-miR-9-5p,BP,GO:0086001,cardiac muscle cell action potential,4/113,85/20820,0.0471,8.6705,5.2347,0.0012,0.0093,0.0062,ATP1A1/CALM1/FLNA/YWHAE,4
hsa-miR-9-5p,BP,GO:0009185,ribonucleoside diphosphate metabolic process,6/113,128/20820,0.0469,8.6366,6.402,1e-04,0.0011,7e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0035023,regulation of Rho protein signal transduction,4/113,86/20820,0.0465,8.5697,5.1963,0.0012,0.0096,0.0064,F11R/ITGB1/RAC1/RAF1,4
hsa-miR-9-5p,BP,GO:0009154,purine ribonucleotide catabolic process,6/113,130/20820,0.0462,8.5037,6.3399,1e-04,0.0012,8e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0120193,tight junction organization,4/113,87/20820,0.046,8.4712,5.1585,0.0013,0.0099,0.0066,F11R/PAK2/RAC1/ROCK2,4
hsa-miR-9-5p,BP,GO:0007596,blood coagulation,11/113,241/20820,0.0456,8.4097,8.5468,0,0,0,ANXA2/CD9/F11R/FLNA/GNAS/HSPB1/PDIA3/PTPRJ/SRC/TLN1/VCL,11
hsa-miR-9-5p,BP,GO:0072676,lymphocyte migration,5/113,110/20820,0.0455,8.3749,5.7289,3e-04,0.0036,0.0024,CD99/ADAM10/F11R/MSN/RHOA,5
hsa-miR-9-5p,BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,3/113,66/20820,0.0455,8.3749,4.4329,0.0056,0.0281,0.0187,HSPB1/NONO/TRAP1,3
hsa-miR-9-5p,BP,GO:0010812,negative regulation of cell-substrate adhesion,3/113,66/20820,0.0455,8.3749,4.4329,0.0056,0.0281,0.0187,CORO1C/RHOA/SRC,3
hsa-miR-9-5p,BP,GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,3/113,66/20820,0.0455,8.3749,4.4329,0.0056,0.0281,0.0187,PHB2/RHOA/VCP,3
hsa-miR-9-5p,BP,GO:1903317,regulation of protein maturation,3/113,66/20820,0.0455,8.3749,4.4329,0.0056,0.0281,0.0187,ANXA2/ENO1/SRC,3
hsa-miR-9-5p,BP,GO:2001234,negative regulation of apoptotic signaling pathway,11/113,243/20820,0.0453,8.3404,8.5025,0,0,0,CD44/ENO1/GNAI2/HSPA1A/HSPB1/HYOU1/NONO/RAF1/SRC/TMBIM1/TRAP1,11
hsa-miR-9-5p,MF,GO:0003779,actin binding,20/113,443/20820,0.0451,8.3182,11.5013,0,0,0,HIP1R/ARPC2/ARPC3/CAP1/CAPZA1/CAPZB/CFL1/CORO1C/DIAPH1/FLNA/ITGB1/MSN/MYLK/MYO18A/RDX/SHROOM3/TLN1/VCL/WASF2/WDR1,20
hsa-miR-9-5p,BP,GO:0030041,actin filament polymerization,7/113,156/20820,0.0449,8.2675,6.7306,0,5e-04,3e-04,HIP1R/ARPC2/ARPC3/CAPZA1/DIAPH1/RAC1/RDX,7
